lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,company,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reservation_status_date,total_people,total_days,customer_type_Group,customer_type_Transient,customer_type_Transient-Party,deposit_type_Non Refund,deposit_type_Refundable,meal_FB,meal_HB,meal_SC,meal_Undefined,hotel_Resort Hotel,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,continent_America,continent_Asia,continent_Europa,continent_Oceania
7,2016,2,6,0,1,3,0.0,0,0,0,0,0,0,0,83.0,-1.0,0,18.0,0,1,2016-12-07,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
16,2016,8,30,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,100.73,0,1,2016-06-03,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2016,6,20,1,2,3,0.0,0,0,0,0,0,3,0,28.0,-1.0,0,105.4,0,0,2016-06-23,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
219,2015,11,4,0,1,1,0.0,0,0,0,0,0,0,1,6.0,-1.0,0,84.0,0,0,2015-09-05,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
53,2017,7,29,2,8,2,0.0,0,0,0,0,0,0,0,138.0,-1.0,0,80.8,0,0,2017-04-08,2.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
42,2017,4,12,0,2,1,0.0,0,0,0,0,0,0,0,14.0,-1.0,0,88.0,0,0,2017-01-14,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
117,2016,0,29,2,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,95.2,0,1,2016-05-03,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
154,2016,10,31,1,0,2,1.0,0,0,0,0,0,0,0,7.0,-1.0,0,78.99,0,2,2016-11-01,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,2016,9,13,2,1,1,0.0,0,1,5,51,0,0,0,-1.0,40.0,0,65.0,0,1,2016-11-16,1.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20,2017,7,1,0,3,2,0.0,0,0,0,0,0,0,0,28.0,-1.0,0,80.0,0,0,2017-03-04,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
97,2017,6,14,0,4,2,0.0,0,0,0,0,0,0,1,240.0,-1.0,0,120.0,0,1,2017-05-25,2.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2017,4,6,0,1,2,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,44.0,0,0,2017-01-07,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
20,2016,1,19,2,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,151.0,0,1,2016-08-23,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
68,2016,3,17,0,2,2,0.0,0,0,1,0,0,0,0,37.0,-1.0,0,75.0,0,0,2016-01-06,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2017,7,12,1,0,1,0.0,0,0,0,0,0,0,0,22.0,-1.0,0,75.0,0,1,2017-03-13,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5,2017,1,17,0,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,160.0,0,0,2017-08-20,2.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
133,2017,0,19,0,4,2,0.0,0,0,0,0,0,0,0,390.0,-1.0,0,124.0,0,0,2017-04-23,2.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
3,2016,7,24,0,3,1,0.0,0,0,0,0,0,0,1,387.0,-1.0,0,62.0,0,0,2016-03-27,1.0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
19,2016,9,6,2,3,1,0.0,0,0,0,0,0,0,0,7.0,-1.0,0,132.89,0,1,2016-11-11,1.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6,2016,4,10,2,4,2,0.0,0,0,0,0,4,4,0,240.0,-1.0,0,52.8,0,1,2016-01-16,2.0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
12,2015,11,14,1,3,1,0.0,0,0,0,0,0,0,0,-1.0,40.0,0,65.0,0,0,2015-09-14,1.0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58,2016,10,20,0,3,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,139.5,0,1,2016-08-30,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
7,2016,3,18,0,1,1,0.0,0,1,0,3,0,0,0,-1.0,40.0,0,66.0,0,0,2016-02-18,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
183,2016,0,22,1,2,2,0.0,0,0,1,0,0,0,0,9.0,-1.0,0,115.2,0,1,2015-11-24,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
21,2016,9,11,1,2,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,162.67,0,2,2016-11-14,2.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
274,2017,6,4,2,4,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,156.6,0,2,2016-11-01,2.0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,2016,7,17,0,1,1,0.0,0,0,0,0,0,0,0,83.0,-1.0,0,82.4,0,0,2016-03-18,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
12,2016,5,12,0,2,2,0.0,0,0,0,0,3,3,0,240.0,-1.0,0,184.0,0,0,2016-06-30,2.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
115,2016,7,20,2,0,1,0.0,0,0,1,0,0,0,0,41.0,-1.0,22,70.0,0,0,2015-12-18,1.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
163,2016,8,22,2,2,2,0.0,0,0,0,0,0,0,0,27.0,-1.0,0,80.75,0,0,2016-05-26,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
60,2017,6,5,3,6,1,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,147.0,0,2,2017-05-20,1.0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
105,2017,8,19,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,126.0,0,0,2017-05-16,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
19,2017,7,7,0,4,2,0.0,0,0,0,0,3,3,0,-1.0,-1.0,0,75.0,1,0,2017-03-11,2.0,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,2016,4,6,0,2,1,0.0,0,0,0,0,0,3,2,-1.0,-1.0,0,76.0,0,0,2016-01-08,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
105,2016,1,13,4,6,2,2.0,0,0,0,0,6,6,0,240.0,-1.0,0,309.0,0,0,2016-07-30,4.0,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6,2016,2,15,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,66.3,0,0,2016-12-13,2.0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
177,2016,6,20,1,5,2,0.0,0,0,0,0,3,3,0,240.0,-1.0,0,85.5,0,0,2016-01-26,2.0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,2017,1,15,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,200.0,0,0,2017-08-16,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2016,10,7,0,2,2,0.0,0,0,0,0,0,1,0,7.0,-1.0,0,147.6,0,1,2016-10-09,2.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
189,2016,0,26,0,2,2,0.0,0,0,0,0,0,0,0,248.0,-1.0,0,46.0,0,0,2016-03-22,2.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
30,2017,7,22,0,3,1,0.0,0,0,0,0,6,6,0,-1.0,-1.0,0,100.0,0,0,2017-03-25,1.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
605,2016,10,17,1,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,60.0,0,0,2016-09-20,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
91,2016,7,18,0,2,1,0.0,0,0,0,0,0,0,0,29.0,-1.0,20,75.0,0,0,2016-02-03,1.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
167,2016,10,26,2,5,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,104.4,0,1,2016-05-16,2.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,2017,4,31,0,1,1,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,98.0,0,2,2017-02-01,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
85,2017,0,24,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,123.75,0,0,2017-04-28,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
168,2016,0,12,0,2,2,0.0,0,0,0,0,0,0,0,245.0,-1.0,0,86.0,0,0,2016-01-05,2.0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
8,2016,9,24,0,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,108.67,0,2,2016-11-18,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
89,2017,4,1,2,3,3,0.0,0,0,0,0,0,3,0,6.0,-1.0,0,99.0,0,0,2017-01-06,3.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
128,2017,0,16,2,1,2,0.0,0,0,0,0,0,0,0,58.0,-1.0,0,100.0,0,0,2016-12-09,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
50,2015,10,9,0,2,3,0.0,0,0,0,0,0,3,1,32.0,-1.0,49,120.0,0,0,2015-10-11,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
8,2017,0,22,0,1,2,0.0,0,0,0,0,0,0,1,250.0,-1.0,0,8.0,0,1,2017-04-23,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
179,2016,5,18,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,80.75,0,0,2016-07-14,2.0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2017,4,17,0,0,2,0.0,0,1,0,0,0,0,0,240.0,-1.0,0,0.0,0,1,2017-01-17,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
92,2015,10,7,0,4,2,0.0,0,0,0,0,0,0,0,3.0,-1.0,58,70.0,0,0,2015-10-11,2.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
131,2016,10,9,2,1,2,0.0,0,0,0,0,0,0,1,-1.0,-1.0,0,55.0,0,0,2016-09-23,2.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
277,2016,9,7,1,2,2,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,100.0,0,0,2016-04-04,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
297,2016,2,23,1,2,2,0.0,0,1,0,0,4,4,2,-1.0,-1.0,0,60.87,0,3,2016-12-26,2.0,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
163,2016,5,22,0,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,94.5,0,0,2016-07-24,2.0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
77,2016,0,12,2,7,2,0.0,0,0,0,0,3,3,0,314.0,-1.0,0,78.56,0,0,2016-04-21,2.0,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
420,2016,11,3,2,2,2,0.0,0,0,0,0,0,0,0,35.0,-1.0,0,75.0,0,0,2015-10-12,2.0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
30,2017,3,9,0,3,2,0.0,0,0,0,0,0,0,1,9.0,-1.0,0,72.0,0,0,2017-01-19,2.0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
15,2016,9,27,2,1,1,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,43.0,0,0,2016-11-12,1.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7,2017,7,2,1,3,2,0.0,0,0,0,0,3,3,0,-1.0,223.0,0,52.25,1,0,2017-03-06,2.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,2016,4,22,0,2,2,0.0,0,0,0,0,0,3,0,250.0,-1.0,0,45.0,0,0,2016-01-24,2.0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
20,2017,8,8,1,0,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,150.0,0,1,2017-04-28,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
163,2017,5,24,1,4,2,1.0,0,0,0,0,2,2,1,240.0,-1.0,0,262.0,1,1,2017-07-29,3.0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
20,2017,8,24,0,1,2,0.0,0,0,0,0,0,0,0,87.0,-1.0,0,120.0,0,0,2017-05-16,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
12,2016,0,27,0,3,2,0.0,0,0,0,0,0,0,1,385.0,-1.0,0,85.33,0,0,2016-04-30,2.0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
155,2015,10,31,0,1,1,0.0,0,0,0,0,0,0,0,-1.0,-1.0,0,36.0,1,0,2015-11-01,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
290,2016,2,1,1,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,73.95,0,0,2016-10-27,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
79,2016,8,16,1,3,3,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,150.45,0,0,2016-02-27,3.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
102,2017,0,24,1,3,1,0.0,0,0,0,0,0,0,1,-1.0,424.0,0,90.0,0,0,2017-04-28,1.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
109,2017,8,18,0,3,2,0.0,0,0,0,0,3,3,0,9.0,-1.0,0,144.0,0,2,2017-05-21,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
26,2017,7,14,0,5,1,0.0,0,0,0,0,4,4,1,-1.0,-1.0,0,65.0,0,0,2017-03-19,1.0,5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
110,2015,11,17,1,3,1,0.0,0,0,0,0,0,0,1,250.0,-1.0,0,65.0,0,0,2015-09-21,1.0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
19,2017,3,15,2,5,2,0.0,0,0,0,0,4,4,0,241.0,-1.0,0,82.15,1,2,2017-02-22,2.0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
451,2016,8,16,1,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,60.0,0,0,2016-03-14,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,2016,2,11,1,0,2,0.0,0,0,0,0,0,3,0,240.0,-1.0,0,48.0,0,1,2016-12-12,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2015,9,5,0,1,1,0.0,0,0,0,0,0,0,0,-1.0,12.0,0,35.0,0,0,2015-11-06,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
59,2016,8,21,2,3,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,116.1,0,1,2016-05-10,2.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
27,2016,6,28,0,3,2,0.0,0,0,0,0,4,4,0,14.0,-1.0,0,192.67,1,0,2016-07-01,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
225,2016,6,23,1,3,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,72.0,0,2,2016-05-13,2.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
23,2016,7,18,0,1,2,1.0,0,0,0,0,0,0,0,9.0,-1.0,0,109.0,0,0,2016-03-19,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
183,2017,3,15,0,3,2,1.0,0,0,0,0,0,0,0,9.0,-1.0,0,106.2,0,1,2016-08-18,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
25,2017,1,27,2,1,3,0.0,0,0,0,0,6,6,0,7.0,-1.0,0,210.4,0,1,2017-08-16,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
182,2016,5,30,2,2,2,1.0,0,0,0,0,0,0,2,9.0,-1.0,0,114.75,0,0,2016-08-03,3.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
41,2017,4,19,0,2,2,0.0,0,0,0,0,0,0,1,468.0,-1.0,0,57.6,0,0,2016-12-24,2.0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
12,2016,4,15,0,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,77.0,0,1,2016-01-17,2.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
151,2017,5,15,2,2,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,98.1,0,0,2017-02-15,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
81,2016,10,22,2,2,2,0.0,0,0,0,0,0,0,0,22.0,-1.0,0,80.75,0,0,2016-10-26,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
109,2017,6,30,1,2,2,0.0,0,0,0,0,4,4,0,9.0,-1.0,0,198.0,0,0,2017-03-14,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
346,2016,11,13,0,2,2,0.0,0,0,0,0,0,0,0,6.0,-1.0,0,115.0,0,1,2016-09-15,2.0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
87,2015,11,25,2,3,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,170.0,0,0,2015-09-09,2.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
16,2015,1,8,2,2,2,0.0,0,0,0,0,0,0,0,1.0,-1.0,0,62.0,0,0,2015-08-06,2.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,2015,1,1,2,1,2,2.0,0,0,0,0,6,6,0,240.0,-1.0,0,252.0,0,3,2015-08-04,4.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
44,2017,5,15,0,1,2,1.0,0,0,0,0,0,0,0,425.0,-1.0,0,147.6,0,0,2017-07-16,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5,2017,7,22,0,1,1,0.0,0,0,0,0,0,3,0,-1.0,394.0,0,55.0,0,0,2017-03-23,1.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24,2015,2,5,2,1,2,0.0,0,0,1,0,0,0,0,-1.0,143.0,0,59.78,0,0,2015-12-03,2.0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2016,3,23,0,2,1,0.0,0,0,0,0,4,4,0,15.0,-1.0,0,0.0,0,0,2016-02-25,1.0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
177,2016,6,20,1,5,2,0.0,0,0,0,0,3,3,0,240.0,-1.0,0,85.5,0,0,2016-01-26,2.0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2017,1,12,0,1,2,0.0,0,0,0,0,3,3,0,14.0,-1.0,0,219.0,0,0,2017-08-12,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
189,2017,5,15,2,5,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,107.1,0,0,2017-07-22,2.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,2015,9,8,1,0,2,0.0,0,0,0,0,0,3,0,240.0,-1.0,0,58.0,1,0,2015-11-09,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
85,2016,0,28,0,1,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,68.0,0,0,2016-04-29,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
109,2016,10,25,0,3,2,0.0,0,0,0,0,0,0,0,7.0,-1.0,0,66.49,0,1,2016-10-28,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3,2016,8,26,0,3,3,0.0,0,0,0,0,3,9,1,9.0,-1.0,0,137.33,0,1,2016-05-29,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
36,2016,8,22,1,0,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,126.9,0,1,2016-05-22,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
55,2015,1,9,2,4,2,0.0,0,0,0,0,3,3,0,242.0,-1.0,0,179.38,0,0,2015-08-15,2.0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
33,2016,6,9,0,1,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,98.1,0,0,2016-05-26,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6,2017,1,6,2,0,2,0.0,0,0,0,0,4,4,1,250.0,-1.0,0,291.0,0,1,2017-08-08,2.0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
149,2017,1,18,2,3,2,1.0,0,0,0,0,0,0,0,6.0,-1.0,0,93.6,0,1,2017-08-23,3.0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
148,2016,1,22,1,4,2,0.0,0,0,0,0,0,0,0,9.0,-1.0,0,90.9,0,0,2016-03-27,2.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
94,2017,6,20,0,3,2,0.0,0,0,0,0,3,3,0,14.0,-1.0,0,148.5,0,2,2017-06-23,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
14,2015,10,15,0,2,1,0.0,0,0,0,0,0,0,0,99.0,-1.0,0,100.0,0,0,2015-10-17,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
97,2016,7,20,2,5,1,0.0,0,0,1,0,0,0,0,1.0,-1.0,9,79.43,0,0,2015-12-23,1.0,7,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
117,2016,3,29,1,2,1,0.0,0,0,0,0,0,0,2,134.0,-1.0,0,76.0,0,0,2016-03-03,1.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
108,2016,7,18,0,2,2,0.0,0,0,1,0,0,0,0,154.0,-1.0,0,80.0,0,0,2015-12-29,2.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
193,2015,10,15,0,3,2,0.0,0,0,0,0,0,0,0,12.0,-1.0,0,65.0,0,0,2015-09-16,2.0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
300,2017,5,12,1,4,2,0.0,0,0,0,0,0,0,0,-1.0,-1.0,71,110.0,0,0,2016-11-25,2.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
315,2017,5,5,2,4,2,0.0,0,0,0,0,0,0,2,9.0,-1.0,0,103.5,0,1,2016-12-27,2.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
78,2015,1,23,2,5,2,0.0,0,0,0,0,0,0,0,240.0,-1.0,0,134.0,0,1,2015-07-21,2.0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
